iteration,config,total_latency,total_energy,client_cpu_power,client_gpu_power,server_cpu_power,server_gpu_power,reward
3,"(True, True, False, True)",0.04506182670593262,22.802033306121828,10.0,16.631,5.599999904632568,16.631000518798828,-22.84709513282776
3,"(True, True, True, False)",0.04870486259460449,21.26125073981285,20.0,16.631,0.0,16.631000518798828,-21.309955602407456
3,"(True, True, True, True)",0.049752235412597656,21.601317180156705,0.0,16.952,5.599999904632568,16.95199966430664,-21.651069415569303
4,"(False, False, False, False)",0.03143620491027832,22.802572335243227,20.0,16.952,0.0,16.95199966430664,-22.834008540153505
4,"(False, False, False, True)",0.03489971160888672,24.728689033985138,66.7,17.355,18.676000595092773,17.354999542236328,-24.763588745594024
4,"(False, False, True, False)",0.0334622859954834,28.970201946496964,33.3,17.355,9.324000358581543,17.354999542236328,-29.003664232492447
4,"(False, False, True, True)",0.031679391860961914,21.14687178492546,20.0,18.18,0.0,17.354999542236328,-21.17855117678642
4,"(False, True, False, False)",0.036638498306274414,22.153768060207366,0.0,18.18,5.599999904632568,18.18000030517578,-22.19040655851364
4,"(False, True, False, True)",0.03664374351501465,23.675317072868346,0.0,18.18,0.0,18.18000030517578,-23.71196081638336
4,"(False, True, True, False)",0.04137277603149414,21.5711172413826,0.0,16.942,0.0,16.941999435424805,-21.612490017414093
4,"(False, True, True, True)",0.03812241554260254,21.29110183095932,0.0,16.942,5.599999904632568,16.941999435424805,-21.329224246501923
4,"(True, False, False, False)",0.03953719139099121,21.424252890706065,0.0,16.861,0.0,16.861000061035156,-21.463790082097056
4,"(True, False, False, True)",0.04643678665161133,20.753189198970794,33.3,16.861,9.324000358581543,16.861000061035156,-20.799625985622406
4,"(True, False, True, False)",0.038872718811035156,21.163449413776398,33.3,17.304,9.324000358581543,17.304000854492188,-21.202322132587433
4,"(True, False, True, True)",0.038977861404418945,21.234391973018646,0.0,17.304,5.599999904632568,17.304000854492188,-21.273369834423065
4,"(True, True, False, False)",0.044461727142333984,21.458420897722245,0.0,16.931,0.0,16.930999755859375,-21.50288262486458
4,"(True, True, False, True)",0.0455629825592041,20.962691963911055,40.0,16.931,2.1559998989105225,16.930999755859375,-21.00825494647026
4,"(True, True, True, False)",0.047019004821777344,20.594374690055847,10.0,16.359,5.599999904632568,16.358999252319336,-20.641393694877625
4,"(True, True, True, True)",0.05201554298400879,22.415871505975723,18.2,16.359,5.0960001945495605,16.358999252319336,-22.46788704895973
5,"(False, False, False, False)",0.03031325340270996,27.244223802685738,25.0,16.856,10.779999732971191,16.856000900268555,-27.274537056088448
5,"(False, False, False, True)",0.037409067153930664,22.6392497253418,20.0,16.856,8.008000373840332,16.856000900268555,-22.67665879249573
5,"(False, False, True, False)",0.03411054611206055,21.8550665807724,20.0,17.792,0.0,17.79199981689453,-21.889177126884462
5,"(False, False, True, True)",0.034175872802734375,21.458353960037233,0.0,17.792,5.599999904632568,17.79199981689453,-21.492529832839967
5,"(False, True, False, False)",0.039643049240112305,23.208491098880767,0.0,17.702,0.0,17.70199966430664,-23.24813414812088
5,"(False, True, False, True)",0.03802299499511719,21.20238398551941,0.0,17.702,0.0,17.70199966430664,-21.24040698051453
5,"(False, True, True, False)",0.04676628112792969,22.90546882247925,20.0,17.702,7.0,17.70199966430664,-22.95223510360718
5,"(False, True, True, True)",0.039202213287353516,19.987983961105346,0.0,16.958,0.0,16.95800018310547,-20.0271861743927
5,"(True, False, False, False)",0.0377500057220459,21.633289916515352,0.0,16.958,0.0,16.95800018310547,-21.671039922237398
5,"(True, False, False, True)",0.046272993087768555,21.193583941102027,0.0,16.901,0.0,16.900999069213867,-21.239856934189795
5,"(True, False, True, False)",0.040033578872680664,22.617912271738053,0.0,16.901,0.0,16.900999069213867,-22.657945850610734
5,"(True, False, True, True)",0.041864633560180664,20.649070695638656,15.4,16.909,5.0960001945495605,16.909000396728516,-20.690935329198837
5,"(True, True, False, False)",0.045400381088256836,22.192958618879317,0.0,16.909,0.0,16.909000396728516,-22.238358999967573
5,"(True, True, False, True)",0.04807925224304199,21.163856776356695,0.0,16.926,5.599999904632568,16.926000595092773,-21.211936028599737
5,"(True, True, True, False)",0.05261516571044922,26.24697751617432,0.0,16.926,15.98799991607666,16.926000595092773,-26.299592681884768
5,"(True, True, True, True)",0.05330395698547363,23.07284417510033,0.0,16.884,4.676000118255615,16.884000778198242,-23.126148132085802
6,"(False, False, False, False)",0.03402423858642578,21.425739305496215,0.0,16.884,0.0,16.884000778198242,-21.45976354408264
6,"(False, False, False, True)",0.03377890586853027,20.580001509428023,20.0,16.854,5.599999904632568,16.854000091552734,-20.613780415296553
6,"(False, False, True, False)",0.03364276885986328,20.447997148513792,0.0,16.854,0.0,16.854000091552734,-20.481639917373656
6,"(False, False, True, True)",0.033989667892456055,22.67911414051056,0.0,18.17,9.324000358581543,18.170000076293945,-22.713103808403016
6,"(False, True, False, False)",0.038271427154541016,23.07510262489319,0.0,18.17,0.0,18.170000076293945,-23.11337405204773
6,"(False, True, False, True)",0.03805994987487793,23.23769693374634,0.0,17.511,0.0,17.51099967956543,-23.275756883621217
6,"(False, True, True, False)",0.046782732009887695,22.843656213521957,25.0,17.511,0.0,17.51099967956543,-22.890438945531844
6,"(False, True, True, True)",0.040313005447387695,23.87195680975914,0.0,16.997,11.199999809265137,16.996999740600586,-23.91226981520653
6,"(True, False, False, False)",0.03829145431518555,22.28078925180435,8.3,16.997,0.0,16.996999740600586,-22.319080706119536
6,"(True, False, False, True)",0.03961992263793945,22.049359885692596,25.0,16.997,5.599999904632568,16.996999740600586,-22.088979808330535
6,"(True, False, True, False)",0.04170346260070801,22.753625061631205,0.0,17.016,0.0,17.016000747680664,-22.795328524231913
6,"(True, False, True, True)",0.04147934913635254,22.35216583776474,0.0,17.016,5.599999904632568,17.016000747680664,-22.393645186901093
6,"(True, True, False, False)",0.04724907875061035,25.246061614871024,71.4,16.987,19.992000579833984,16.98699951171875,-25.293310693621635
6,"(True, True, False, True)",0.04981541633605957,26.042214170098305,9.1,16.938,0.0,16.937999725341797,-26.092029586434364
6,"(True, True, True, False)",0.046587467193603516,22.248456782341,25.0,16.938,0.0,16.937999725341797,-22.295044249534605
6,"(True, True, True, True)",0.04879117012023926,21.82060076355934,0.0,16.356,0.0,16.356000900268555,-21.86939193367958
7,"(False, False, False, False)",0.03334188461303711,23.15498532676697,0.0,16.356,0.0,16.356000900268555,-23.188327211380006
7,"(False, False, False, True)",0.03390073776245117,19.554155263900757,0.0,16.356,4.676000118255615,16.356000900268555,-19.588056001663208
7,"(False, False, True, False)",0.034571170806884766,20.3488876953125,0.0,17.6,12.01200008392334,17.600000381469727,-20.383458866119383
7,"(False, False, True, True)",0.03508281707763672,21.63567590713501,20.0,17.6,0.0,17.600000381469727,-21.670758724212646
7,"(False, True, False, False)",0.03870797157287598,21.385151073217394,0.0,17.158,0.0,17.158000946044922,-21.42385904479027
7,"(False, True, False, True)",0.037311553955078125,19.754379813194276,42.9,17.158,0.0,17.158000946044922,-19.791691367149355
7,"(False, True, True, False)",0.046430110931396484,22.468093126058577,20.0,18.243,5.599999904632568,18.243000030517578,-22.514523236989973
7,"(False, True, True, True)",0.04108166694641113,21.624887701749802,0.0,18.243,5.599999904632568,18.243000030517578,-21.665969368696214
7,"(True, False, False, False)",0.03853893280029297,22.63327325153351,8.3,17.463,0.0,17.46299934387207,-22.671812184333803
7,"(True, False, False, True)",0.0394439697265625,21.414445333480835,0.0,17.463,0.0,17.46299934387207,-21.453889303207397
7,"(True, False, True, False)",0.04064202308654785,22.433674525022507,0.0,16.978,7.0,16.97800064086914,-22.474316548109055
7,"(True, False, True, True)",0.04897737503051758,31.561960441589356,0.0,16.978,0.0,16.97800064086914,-31.610937816619874
7,"(True, True, False, False)",0.04472613334655762,22.230748242139818,9.1,16.812,0.0,16.812000274658203,-22.275474375486375
7,"(True, True, False, True)",0.044506072998046875,20.561442724227906,0.0,16.812,5.599999904632568,16.812000274658203,-20.605948797225953
7,"(True, True, True, False)",0.049445390701293945,21.84442301881313,20.0,16.507,5.599999904632568,16.506999969482422,-21.893868409514425
7,"(True, True, True, True)",0.0473480224609375,21.103438125610353,10.0,16.507,2.799999952316284,16.506999969482422,-21.15078614807129
8,"(False, False, False, False)",0.037894248962402344,21.81900945186615,0.0,16.939,0.0,16.93899917602539,-21.856903700828553
8,"(False, False, False, True)",0.034456729888916016,20.04910294008255,0.0,16.939,0.0,16.93899917602539,-20.083559669971464
8,"(False, False, True, False)",0.03441905975341797,21.40371155643463,0.0,16.939,0.0,16.93899917602539,-21.438130616188047
8,"(False, False, True, True)",0.03444242477416992,20.810137682914736,0.0,17.665,0.0,17.665000915527344,-20.844580107688905
8,"(False, True, False, False)",0.0381777286529541,22.456560059785843,0.0,17.665,5.599999904632568,17.665000915527344,-22.494737788438798
8,"(False, True, False, True)",0.03691673278808594,21.540055198669435,20.0,17.039,4.676000118255615,17.038999557495117,-21.57697193145752
8,"(False, True, True, False)",0.04210662841796875,21.175199535369874,0.0,17.039,2.3239998817443848,17.038999557495117,-21.217306163787843
8,"(False, True, True, True)",0.04058575630187988,21.17850693154335,25.0,17.367,0.0,17.367000579833984,-21.21909268784523
8,"(True, False, False, False)",0.038996219635009766,22.481422151088715,0.0,17.367,0.0,17.367000579833984,-22.520418370723725
8,"(True, False, False, True)",0.04732370376586914,28.939932502508164,0.0,16.752,5.599999904632568,16.75200080871582,-28.987256206274033
8,"(True, False, True, False)",0.04199695587158203,21.977463792800904,0.0,16.752,2.5480000972747803,16.75200080871582,-22.019460748672486
8,"(True, False, True, True)",0.043865203857421875,22.258636056900023,0.0,17.167,0.0,17.16699981689453,-22.302501260757445
8,"(True, True, False, False)",0.048204898834228516,21.4525832324028,20.0,17.167,5.599999904632568,17.16699981689453,-21.50078813123703
8,"(True, True, False, True)",0.045660972595214844,21.08747810745239,14.3,16.805,3.5,16.80500030517578,-21.133139080047606
8,"(True, True, True, False)",0.047243595123291016,21.69816943883896,20.0,16.805,4.311999797821045,16.80500030517578,-21.74541303396225
8,"(True, True, True, True)",0.04666423797607422,21.271084000110626,10.0,17.058,0.0,17.058000564575195,-21.3177482380867
9,"(False, False, False, False)",0.03138136863708496,20.953437539100648,9.1,17.058,5.599999904632568,17.058000564575195,-20.984818907737733
9,"(False, False, False, True)",0.030482769012451172,20.11445715355873,7.1,17.053,0.0,17.05299949645996,-20.144939922571183
9,"(False, False, True, False)",0.03664112091064453,20.48938199329376,0.0,17.053,7.0,17.05299949645996,-20.526023114204406
9,"(False, False, True, True)",0.03421139717102051,23.74577083516121,0.0,18.005,0.0,18.0049991607666,-23.77998223233223
9,"(False, True, False, False)",0.0377197265625,21.960575256347656,20.0,18.005,5.599999904632568,18.0049991607666,-21.998294982910156
9,"(False, True, False, True)",0.03729724884033203,21.924346728324892,0.0,17.895,0.0,17.895000457763672,-21.961643977165224
9,"(False, True, True, False)",0.04036426544189453,21.391103863716125,61.5,17.895,18.676000595092773,17.895000457763672,-21.43146812915802
9,"(False, True, True, True)",0.04832935333251953,26.855034384727478,27.3,17.015,5.599999904632568,17.014999389648438,-26.903363738059998
9,"(True, False, False, False)",0.04053902626037598,22.30257085442543,20.0,17.015,0.0,17.014999389648438,-22.343109880685805
9,"(True, False, False, True)",0.038163185119628906,22.48275332927704,0.0,17.08,0.0,17.079999923706055,-22.520916514396667
9,"(True, False, True, False)",0.04231095314025879,20.80315022468567,15.4,17.08,2.3239998817443848,17.079999923706055,-20.84546117782593
9,"(True, False, True, True)",0.040724992752075195,22.707636497020722,0.0,17.09,0.0,17.09000015258789,-22.748361489772797
9,"(True, True, False, False)",0.051429033279418945,22.66693295478821,33.3,17.09,0.0,17.09000015258789,-22.718361988067628
9,"(True, True, False, True)",0.04476451873779297,21.285907380104064,8.3,17.016,0.0,17.016000747680664,-21.330671898841857
9,"(True, True, True, False)",0.04749131202697754,20.65844586801529,20.0,17.016,0.0,17.016000747680664,-20.705937180042266
9,"(True, True, True, True)",0.050749778747558594,20.21446961402893,0.0,15.816,0.0,15.815999984741211,-20.265219392776487
10,"(False, False, False, False)",0.030544519424438477,18.58796066236496,25.0,15.816,7.0,15.815999984741211,-18.6185051817894
10,"(False, False, False, True)",0.03315997123718262,18.441202027320863,0.0,15.816,0.0,15.815999984741211,-18.474361998558045
10,"(False, False, True, False)",0.036192893981933594,21.125537166118622,22.2,18.453,4.311999797821045,18.452999114990234,-21.161730060100556
10,"(False, False, True, True)",0.03155398368835449,23.04019512915611,25.0,18.453,0.0,18.452999114990234,-23.071749112844465
10,"(False, True, False, False)",0.036516427993774414,20.69034403216839,0.0,17.158,0.0,17.158000946044922,-20.726860460162165
10,"(False, True, False, True)",0.04420137405395508,29.74547745037079,16.7,17.158,6.4679999351501465,17.158000946044922,-29.789678824424744
10,"(False, True, True, False)",0.04130816459655762,20.511909885764123,33.3,17.199,0.0,17.198999404907227,-20.55321805036068
10,"(False, True, True, True)",0.04893136024475098,25.23547516274452,0.0,17.199,5.599999904632568,17.198999404907227,-25.284406522989272
10,"(True, False, False, False)",0.039383649826049805,22.259088455080985,40.0,16.802,0.0,16.802000045776367,-22.298472104907034
10,"(True, False, False, True)",0.038755178451538086,22.553143847465513,20.0,16.802,4.676000118255615,16.802000045776367,-22.59189902591705
10,"(True, False, True, False)",0.041425228118896484,21.983262300491333,25.0,17.774,0.0,17.77400016784668,-22.02468752861023
10,"(True, False, True, True)",0.03999948501586914,21.712948317527772,16.7,17.774,4.676000118255615,17.77400016784668,-21.75294780254364
10,"(True, True, False, False)",0.04817628860473633,21.64214061641693,16.7,17.058,0.0,17.058000564575195,-21.690316905021668
10,"(True, True, False, True)",0.04578661918640137,21.933195172309876,18.2,17.058,0.0,17.058000564575195,-21.978981791496278
10,"(True, True, True, False)",0.04688262939453125,20.1376513671875,20.0,16.191,0.0,16.19099998474121,-20.184533996582033
10,"(True, True, True, True)",0.050626277923583984,21.809168868541718,25.0,16.191,0.0,16.19099998474121,-21.859795146465302
11,"(False, False, False, False)",0.0318303108215332,21.698868889808654,0.0,17.469,0.0,17.4689998626709,-21.730699200630188
11,"(False, False, False, True)",0.03241443634033203,22.10395082569122,0.0,17.469,0.0,17.4689998626709,-22.136365262031553
11,"(False, False, True, False)",0.034369468688964844,21.543024579048158,0.0,17.469,0.0,17.4689998626709,-21.577394047737123
11,"(False, False, True, True)",0.038247108459472656,30.7886532998085,20.0,18.32,3.5,18.31999969482422,-30.826900408267974
11,"(False, True, False, False)",0.03747415542602539,23.82920328617096,20.0,18.32,0.0,18.31999969482422,-23.866677441596984
11,"(False, True, False, True)",0.04106855392456055,20.19295487880707,0.0,17.04,5.599999904632568,17.040000915527344,-20.23402343273163
11,"(False, True, True, False)",0.04053544998168945,21.622419576644898,33.3,17.04,9.324000358581543,17.040000915527344,-21.662955026626587
11,"(False, True, True, True)",0.03827834129333496,20.55383633852005,25.0,17.1,0.0,17.100000381469727,-20.592114679813385
11,"(True, False, False, False)",0.040834903717041016,22.91820869445801,0.0,17.1,0.0,17.100000381469727,-22.95904359817505
11,"(True, False, False, True)",0.03845858573913574,21.629613241791724,0.0,17.211,0.0,17.211000442504883,-21.66807182753086
11,"(True, False, True, False)",0.0405881404876709,22.70553061461449,40.0,17.211,9.324000358581543,17.211000442504883,-22.74611875510216
11,"(True, False, True, True)",0.04138970375061035,21.489426196932794,25.0,17.9,0.0,17.899999618530273,-21.530815900683404
11,"(True, True, False, False)",0.05453181266784668,22.806396186351776,0.0,17.9,0.0,17.899999618530273,-22.860927999019623
11,"(True, True, False, True)",0.0464024543762207,20.486954887866972,8.3,16.218,2.3239998817443848,16.218000411987305,-20.533357342243193
11,"(True, True, True, False)",0.04781389236450195,20.72023630809784,9.1,16.218,0.0,16.218000411987305,-20.76805020046234
11,"(True, True, True, True)",0.05211639404296875,20.99404056930542,9.1,17.148,2.5480000972747803,17.148000717163086,-21.046156963348388
12,"(False, False, False, False)",0.030323028564453125,20.46524048614502,9.1,17.148,2.5480000972747803,17.148000717163086,-20.495563514709474
12,"(False, False, False, True)",0.03696298599243164,30.210591728925706,20.0,17.195,5.599999904632568,17.19499969482422,-30.247554714918138
12,"(False, False, True, False)",0.03355574607849121,20.87976953625679,0.0,17.195,0.0,17.19499969482422,-20.913325282335283
12,"(False, False, True, True)",0.0343935489654541,22.22476780259609,20.0,17.996,4.676000118255615,17.996000289916992,-22.259161351561545
12,"(False, True, False, False)",0.038396358489990234,21.879599789619444,0.0,17.996,0.0,17.996000289916992,-21.917996148109435
12,"(False, True, False, True)",0.040056467056274414,23.017997287869456,0.0,17.981,0.0,17.981000900268555,-23.05805375492573
12,"(False, True, True, False)",0.0411837100982666,21.877788984060288,20.0,17.981,5.599999904632568,17.981000900268555,-21.918972694158555
12,"(False, True, True, True)",0.04084420204162598,21.352188945531843,0.0,17.195,0.0,17.19499969482422,-21.39303314757347
12,"(True, False, False, False)",0.03762221336364746,20.699430359601976,20.0,17.195,0.0,17.19499969482422,-20.737052572965624
12,"(True, False, False, True)",0.041678667068481445,21.861793979406357,33.3,17.189,0.0,17.19499969482422,-21.90347264647484
12,"(True, False, True, False)",0.03948354721069336,20.94353853082657,20.0,17.189,5.599999904632568,17.18899917602539,-20.983022078037262
12,"(True, False, True, True)",0.03982210159301758,22.973855594158174,0.0,17.189,0.0,17.18899917602539,-23.01367769575119
12,"(True, True, False, False)",0.04747271537780762,21.26123087465763,33.3,17.158,0.0,17.158000946044922,-21.30870359003544
12,"(True, True, False, True)",0.04897880554199219,21.620415796279907,0.0,17.162,5.599999904632568,17.16200065612793,-21.6693946018219
12,"(True, True, True, False)",0.05152726173400879,23.026896691799163,25.0,17.162,0.0,17.16200065612793,-23.07842395353317
12,"(True, True, True, True)",0.05445528030395508,28.434135432958605,50.0,16.521,14.0,16.520999908447266,-28.48859071326256
13,"(False, False, False, False)",0.03291130065917969,20.32735987663269,28.6,16.521,8.008000373840332,16.520999908447266,-20.36027117729187
13,"(False, False, False, True)",0.033943891525268555,19.69683724427223,16.7,16.521,4.676000118255615,16.520999908447266,-19.7307811357975
13,"(False, False, True, False)",0.03397321701049805,21.018795984745026,20.0,17.771,5.599999904632568,17.770999908447266,-21.052769201755524
13,"(False, False, True, True)",0.034587860107421875,22.30096395301819,25.0,17.771,5.599999904632568,17.770999908447266,-22.335551813125612
13,"(False, True, False, False)",0.040436744689941406,20.65013669395447,0.0,17.197,4.676000118255615,17.19700050354004,-20.69057343864441
13,"(False, True, False, True)",0.04203915596008301,21.342488712072374,28.6,17.197,2.3239998817443848,17.19700050354004,-21.384527868032457
13,"(False, True, True, False)",0.04184556007385254,21.512154172182083,0.0,17.425,0.0,17.424999237060547,-21.553999732255935
13,"(False, True, True, True)",0.03987312316894531,23.10484480857849,10.0,17.425,5.599999904632568,17.424999237060547,-23.144717931747437
13,"(True, False, False, False)",0.039922237396240234,21.15085412478447,0.0,17.508,0.0,17.507999420166016,-21.19077636218071
13,"(True, False, False, True)",0.037686824798583984,20.997676148414612,0.0,17.508,5.599999904632568,17.507999420166016,-21.035362973213196
13,"(True, False, True, False)",0.040076494216918945,22.148906730890275,0.0,18.35,0.0,18.350000381469727,-22.188983225107194
13,"(True, False, True, True)",0.04197120666503906,22.685773372650146,0.0,18.35,5.599999904632568,18.350000381469727,-22.727744579315186
13,"(True, True, False, False)",0.04414820671081543,23.58041974377632,0.0,17.036,0.0,17.035999298095703,-23.624567950487137
13,"(True, True, False, True)",0.045481204986572266,20.78222308921814,85.7,17.036,18.676000595092773,17.035999298095703,-20.82770429420471
13,"(True, True, True, False)",0.06113290786743164,25.51393293619156,10.0,15.398,2.799999952316284,15.39799976348877,-25.57506584405899
13,"(True, True, True, True)",0.05830502510070801,19.815441227436065,0.0,15.398,0.0,15.39799976348877,-19.873746252536773
14,"(False, False, False, False)",0.03675222396850586,20.20976778268814,33.3,17.109,5.599999904632568,17.108999252319336,-20.246520006656645
14,"(False, False, False, True)",0.03158736228942871,22.186848600625993,0.0,17.109,0.0,17.108999252319336,-22.21843596291542
14,"(False, False, True, False)",0.03412342071533203,20.689771318435668,0.0,17.991,0.0,17.990999221801758,-20.723894739151
14,"(False, False, True, True)",0.034287452697753906,24.21473924922943,25.0,17.991,7.0,17.990999221801758,-24.249026701927185
14,"(False, True, False, False)",0.03813910484313965,22.29590145277977,0.0,17.909,0.0,17.909000396728516,-22.33404055762291
14,"(False, True, False, True)",0.03931427001953125,21.811068073272704,20.0,17.909,4.676000118255615,17.909000396728516,-21.850382343292235
14,"(False, True, True, False)",0.04626965522766113,22.209574978590013,0.0,17.909,0.0,17.909000396728516,-22.255844633817674
14,"(False, True, True, True)",0.039296865463256836,21.010622725248336,0.0,17.143,5.599999904632568,17.14299964904785,-21.049919590711593
14,"(True, False, False, False)",0.03986072540283203,22.14124590969086,0.0,17.143,0.0,17.14299964904785,-22.18110663509369
14,"(True, False, False, True)",0.04286313056945801,21.56984074962139,0.0,17.148,0.0,17.148000717163086,-21.61270388019085
14,"(True, False, True, False)",0.04004836082458496,21.761095893383025,0.0,17.148,7.0,17.148000717163086,-21.80114425420761
14,"(True, False, True, True)",0.04035449028015137,20.54114145064354,20.0,17.13,4.004000186920166,17.1299991607666,-20.58149594092369
14,"(True, True, False, False)",0.04816770553588867,25.86189923286438,50.0,17.13,14.0,17.1299991607666,-25.91006693840027
14,"(True, True, False, True)",0.057814836502075195,24.149674864649775,20.0,17.189,0.0,17.18899917602539,-24.20748970115185
14,"(True, True, True, False)",0.045946359634399414,20.70794954586029,10.0,17.059,11.199999809265137,17.05900001525879,-20.75389590549469
14,"(True, True, True, True)",0.047698020935058594,23.246322999000547,20.0,17.059,0.0,17.05900001525879,-23.294021019935606
15,"(False, False, False, False)",0.030785083770751953,21.864276051044463,0.0,17.153,0.0,17.152999877929688,-21.895061134815215
15,"(False, False, False, True)",0.031207799911499023,20.452940388917924,25.0,17.153,0.0,17.152999877929688,-20.484148188829423
15,"(False, False, True, False)",0.033616065979003906,21.683886286735536,0.0,17.153,0.0,17.152999877929688,-21.71750235271454
15,"(False, False, True, True)",0.035468339920043945,21.244233599305154,0.0,18.092,0.0,18.091999053955078,-21.2797019392252
15,"(False, True, False, False)",0.03744959831237793,23.312026655673982,0.0,18.092,0.0,18.091999053955078,-23.34947625398636
